surface	wikidata_id	document_id	entity_fine_type
Hektor	http://www.wikidata.org/entity/Q159666	Wecklein1894_0049, Wecklein1894_0053, sophokle1v3soph_0017, sophokle1v3soph_0069, sophokle1v3soph_0082, sophokle1v3soph_0089	pers.myth
Hel- lespont	http://www.wikidata.org/entity/Q6514	sophokle1v3soph_0110	loc
Hel.	http://www.wikidata.org/entity/Q1248812	Wecklein1894_0051, Wecklein1894_0063, sophokle1v3soph_0086	work.primlit
Helen.	http://www.wikidata.org/entity/Q614607	sophoclesplaysa05campgoog_0099	work.primlit
Helen.	http://www.wikidata.org/entity/Q1248812	sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0105	work.primlit
Helios	http://www.wikidata.org/entity/Q134270	cu31924087948174_0038	pers.myth
Hellespont	http://www.wikidata.org/entity/Q6514	cu31924087948174_0078	loc
Helléniques	http://www.wikidata.org/entity/Q674638	lestragdiesdeso00tourgoog_0124	work.primlit
Henri Estienne	http://www.wikidata.org/entity/Q664748	lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0149	pers.other, pers.author
Her- mann	http://www.wikidata.org/entity/Q77616	sophokle1v3soph_0064	pers.editor
Her.	http://www.wikidata.org/entity/Q11024893	sophoclesplaysa05campgoog_0108	pers.author
Her.	http://www.wikidata.org/entity/Q26825	sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0102, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0147, sophoclesplaysa05campgoog_0168	pers.author
Hera- kles	http://www.wikidata.org/entity/Q122248	sophokle1v3soph_0079	pers.myth
Heracl.	http://www.wikidata.org/entity/Q1233835	lestragdiesdeso00tourgoog_0138	work.primlit
Heracles	http://www.wikidata.org/entity/Q122248	cu31924087948174_0071	pers.myth
Herakl.	http://www.wikidata.org/entity/Q1233835	Wecklein1894_0019	work.primlit
Herakles	http://www.wikidata.org/entity/Q122248	Wecklein1894_0046, sophokle1v3soph_0079	pers.myth
Herc. Fur	http://www.wikidata.org/entity/Q1233835	sophokle1v3soph_0089	work.primlit
Herc. Fur.	http://www.wikidata.org/entity/Q1233835	sophokle1v3soph_0092	work.primlit
Herc. fur.	http://www.wikidata.org/entity/Q1233835	lestragdiesdeso00tourgoog_0154	work.primlit
Hercul.	http://www.wikidata.org/entity/Q1233835	lestragdiesdeso00tourgoog_0102	work.primlit
Hercule	http://www.wikidata.org/entity/Q122248	lestragdiesdeso00tourgoog_0059, lestragdiesdeso00tourgoog_0088	pers.myth
Hercule	http://www.wikidata.org/entity/Q1233835	lestragdiesdeso00tourgoog_0107	work.primlit
Hercule furieux	http://www.wikidata.org/entity/Q1233835	lestragdiesdeso00tourgoog_0060, lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0065, lestragdiesdeso00tourgoog_0147	work.primlit
Herm.	http://www.wikidata.org/entity/Q77616	Wecklein1894_0031, sophokle1v3soph_0091, cu31924087948174_0073, cu31924087948174_0145	pers.author, pers.editor, pers.other
Herman	http://www.wikidata.org/entity/Q77616	sophoclesplaysa05campgoog_0104	pers.editor
Hermann	http://www.wikidata.org/entity/Q77616	Wecklein1894_0034, Wecklein1894_0036, Wecklein1894_0037, Wecklein1894_0038, Wecklein1894_0042, Wecklein1894_0048, sophokle1v3soph_0063, sophokle1v3soph_0075, sophokle1v3soph_0085, sophokle1v3soph_0091, sophokle1v3soph_0125, cu31924087948174_0014, cu31924087948174_0053, cu31924087948174_0060, cu31924087948174_0064, cu31924087948174_0077, cu31924087948174_0085, lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0071, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0102, lestragdiesdeso00tourgoog_0110, lestragdiesdeso00tourgoog_0121, lestragdiesdeso00tourgoog_0145, lestragdiesdeso00tourgoog_0148	pers.author, pers.other, pers.editor
Hermanns	http://www.wikidata.org/entity/Q77616	sophokle1v3soph_0116	pers.editor
Hermes	http://www.wikidata.org/entity/Q41484	sophokle1v3soph_0062	pers.myth
Herod.	http://www.wikidata.org/entity/Q26825	Wecklein1894_0030, Wecklein1894_0050, sophokle1v3soph_0068, sophokle1v3soph_0074, sophokle1v3soph_0109, sophokle1v3soph_0200	pers.author, work.primlit
Herodotus	http://www.wikidata.org/entity/Q26825	sophoclesplaysa05campgoog_0098, sophoclesplaysa05campgoog_0099	pers.author
Hes.	http://www.wikidata.org/entity/Q44233	cu31924087948174_0059, cu31924087948174_0084	pers.author
Hesiodos	http://www.wikidata.org/entity/Q44233	sophokle1v3soph_0065, sophokle1v3soph_0122	pers.author
Hesione	http://www.wikidata.org/entity/Q4137657	sophokle1v3soph_0118, cu31924087948174_0071	pers.myth
Hesychius	http://www.wikidata.org/entity/Q443510	cu31924087948174_0063, cu31924087948174_0085, sophoclesplaysa05campgoog_0288	pers.author, pers.other
Heyne	http://www.wikidata.org/entity/Q63182	lestragdiesdeso00tourgoog_0055	pers.author
Heſ.	http://www.wikidata.org/entity/Q44233	Wecklein1894_0032	pers.author
Heſych.	http://www.wikidata.org/entity/Q443510	Wecklein1894_0036, Wecklein1894_0051, Wecklein1894_0061	pers.author, pers.other
Hierocles	http://www.wikidata.org/entity/Q1355265	sophoclesplaysa05campgoog_0099	pers.author
Hiket.	http://www.wikidata.org/entity/Q672319	sophokle1v3soph_0109	work.primlit
Himérius	http://www.wikidata.org/entity/Q1406282	lestragdiesdeso00tourgoog_0134	pers.author
Hipp.	http://www.wikidata.org/entity/Q375786	Wecklein1894_0037, cu31924087948174_0045, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0101	work.primlit
Hipp. Ma.	http://www.wikidata.org/entity/Q634846	sophoclesplaysa05campgoog_0099	work.primlit
Hippocrates	http://www.wikidata.org/entity/Q5264	cu31924087948174_0085	pers.author
Hippolyte	http://www.wikidata.org/entity/Q375786	lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0109	work.primlit
Hippolytus	http://www.wikidata.org/entity/Q338201	sophoclesplaysa05campgoog_0097	pers.myth
Hippolytus	http://www.wikidata.org/entity/Q375786	sophoclesplaysa05campgoog_0097	work.primlit
Hipponax	http://www.wikidata.org/entity/Q367377	sophokle1v3soph_0057	pers.author
Histoire des animaux	http://www.wikidata.org/entity/Q26257566	lestragdiesdeso00tourgoog_0122	work.primlit
Ho- mer	http://www.wikidata.org/entity/Q6691	sophokle1v3soph_0066	pers.author
Ho- mère	http://www.wikidata.org/entity/Q6691	lestragdiesdeso00tourgoog_0130	pers.author
Ho- rat.	http://www.wikidata.org/entity/Q6197	sophokle1v3soph_0114	pers.author
Hom.	http://www.wikidata.org/entity/Q6691	Wecklein1894_0016, Wecklein1894_0024, Wecklein1894_0025, Wecklein1894_0027, Wecklein1894_0029, Wecklein1894_0031, Wecklein1894_0033, Wecklein1894_0034, Wecklein1894_0035, Wecklein1894_0036, Wecklein1894_0037, Wecklein1894_0040, Wecklein1894_0041, Wecklein1894_0047, Wecklein1894_0050, Wecklein1894_0051, Wecklein1894_0053, Wecklein1894_0054, Wecklein1894_0055, Wecklein1894_0056, Wecklein1894_0057, Wecklein1894_0059, Wecklein1894_0061, Wecklein1894_0062, Wecklein1894_0065, Wecklein1894_0080, Wecklein1894_0082, Wecklein1894_0087, sophokle1v3soph_0062, sophokle1v3soph_0072, sophokle1v3soph_0074, sophokle1v3soph_0091, sophokle1v3soph_0122, sophokle1v3soph_0143, sophokle1v3soph_0200, lestragdiesdeso00tourgoog_0077	pers.author, work.primlit
Homer	http://www.wikidata.org/entity/Q6691	Wecklein1894_0007, Wecklein1894_0015, Wecklein1894_0021, Wecklein1894_0024, Wecklein1894_0038, Wecklein1894_0053, Wecklein1894_0080, sophokle1v3soph_0066, sophokle1v3soph_0069, sophokle1v3soph_0075, sophokle1v3soph_0086, sophokle1v3soph_0116, sophokle1v3soph_0118, sophokle1v3soph_0121, sophoclesplaysa05campgoog_0098	pers.author, pers.myth
Homère	http://www.wikidata.org/entity/Q6691	lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0059, lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0064, lestragdiesdeso00tourgoog_0068, lestragdiesdeso00tourgoog_0069, lestragdiesdeso00tourgoog_0071, lestragdiesdeso00tourgoog_0074, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0140, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0150	pers.author
Hor.	http://www.wikidata.org/entity/Q6197	Wecklein1894_0029, Wecklein1894_0060, Wecklein1894_0062, Wecklein1894_0065, Wecklein1894_0080, sophokle1v3soph_0118, sophoclesplaysa05campgoog_0106	pers.author
Horace	http://www.wikidata.org/entity/Q6197	lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0123, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0150	pers.author
Horat,	http://www.wikidata.org/entity/Q6197	sophokle1v3soph_0066	pers.author
Hymn. Mercur.	http://www.wikidata.org/entity/Q20552131	sophokle1v3soph_0200	work.primlit
Hé- rodote	http://www.wikidata.org/entity/Q26825	lestragdiesdeso00tourgoog_0097	pers.author
Hé- sychius	http://www.wikidata.org/entity/Q443510	lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0123	pers.other
Hécube	http://www.wikidata.org/entity/Q1115611	lestragdiesdeso00tourgoog_0065	work.primlit
Hélène	http://www.wikidata.org/entity/Q1248812	lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0119	work.primlit
Héraclides	http://www.wikidata.org/entity/Q1233203	lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0109	work.primlit
Hérodote	http://www.wikidata.org/entity/Q26825	lestragdiesdeso00tourgoog_0065, lestragdiesdeso00tourgoog_0077, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0111	pers.author
Hésiode	http://www.wikidata.org/entity/Q44233	lestragdiesdeso00tourgoog_0073	pers.author
Hésione	http://www.wikidata.org/entity/Q669635	lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0098	pers.myth
Hésychins	http://www.wikidata.org/entity/Q443510	lestragdiesdeso00tourgoog_0153	pers.author
Hésychius	http://www.wikidata.org/entity/Q443510	lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0093	pers.other, pers.author
I.	http://www.wikidata.org/entity/Q19175126	sophoclesplaysa05campgoog_0100	work.primlit
I. A.	http://www.wikidata.org/entity/Q1233770	cu31924087948174_0044, cu31924087948174_0084, sophoclesplaysa05campgoog_0106	work.primlit
I. T.	http://www.wikidata.org/entity/Q523227	cu31924087948174_0058, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0107, sophoclesplaysa05campgoog_0108	work.primlit
Ib.	http://www.wikidata.org/entity/Q123397	sophoclesplaysa05campgoog_0050	work.primlit
Iby- kos	http://www.wikidata.org/entity/Q332802	sophokle1v3soph_0067	pers.author
Ibykos	http://www.wikidata.org/entity/Q332802	Wecklein1894_0034	pers.author
Idem	http://www.wikidata.org/entity/Q129772	lestragdiesdeso00tourgoog_0133	pers.author
Il.	http://www.wikidata.org/entity/Q8275	Wecklein1894_0054, sophokle1v3soph_0049, sophokle1v3soph_0052, sophokle1v3soph_0055, sophokle1v3soph_0062, sophokle1v3soph_0063, sophokle1v3soph_0067, sophokle1v3soph_0069, sophokle1v3soph_0072, sophokle1v3soph_0080, sophokle1v3soph_0082, sophokle1v3soph_0083, sophokle1v3soph_0086, sophokle1v3soph_0092, sophokle1v3soph_0093, sophokle1v3soph_0122, sophokle1v3soph_0123, cu31924087948174_0044, cu31924087948174_0053, cu31924087948174_0059, cu31924087948174_0060, cu31924087948174_0078, cu31924087948174_0083, cu31924087948174_0084, cu31924087948174_0085, cu31924087948174_0100, cu31924087948174_0117, cu31924087948174_0145, sophoclesplaysa05campgoog_0014, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0098, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0102, sophoclesplaysa05campgoog_0103, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0106, sophoclesplaysa05campgoog_0168, lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0130	work.primlit
Il.	http://www.wikidata.org/entity/Q975447	sophokle1v3soph_0049	pers.myth
Iliad	http://www.wikidata.org/entity/Q8275	cu31924087948174_0036, cu31924087948174_0037, cu31924087948174_0038, cu31924087948174_0044, cu31924087948174_0071, cu31924087948174_0079, sophoclesplaysa05campgoog_0014, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0146	work.primlit
Iliad.	http://www.wikidata.org/entity/Q8275	lestragdiesdeso00tourgoog_0146	work.primlit
Iliade	http://www.wikidata.org/entity/Q8275	lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0116, lestragdiesdeso00tourgoog_0128, lestragdiesdeso00tourgoog_0132, lestragdiesdeso00tourgoog_0141, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0146, lestragdiesdeso00tourgoog_0150	work.primlit
In Verr.	http://www.wikidata.org/entity/Q1581567	sophoclesplaysa05campgoog_0147	work.primlit
Inst. gramm.	http://www.wikidata.org/entity/Q42191504	Wecklein1894_0053	work.primlit
Ion	http://www.wikidata.org/entity/Q162163	cu31924087948174_0040	pers.author
Ion	http://www.wikidata.org/entity/Q614607	Wecklein1894_0029, sophokle1v3soph_0054, sophokle1v3soph_0092, sophoclesplaysa05campgoog_0099, lestragdiesdeso00tourgoog_0060, lestragdiesdeso00tourgoog_0085	work.primlit
Iophon	http://www.wikidata.org/entity/Q3907964	cu31924087948174_0012	pers.author
Iph.	http://www.wikidata.org/entity/Q523227	Wecklein1894_0021	work.primlit
Iph. T.	http://www.wikidata.org/entity/Q523227	Wecklein1894_0027, Wecklein1894_0061	work.primlit
Iph. Taur.	http://www.wikidata.org/entity/Q523227	sophokle1v3soph_0055, lestragdiesdeso00tourgoog_0069	work.primlit
Iphig. Taur.	http://www.wikidata.org/entity/Q523227	lestragdiesdeso00tourgoog_0064	work.primlit
Iphigénie à Aulis	http://www.wikidata.org/entity/Q1233770	lestragdiesdeso00tourgoog_0067	work.primlit
Isocr.	http://www.wikidata.org/entity/Q221182	sophoclesplaysa05campgoog_0291	pers.author
Isocrate	http://www.wikidata.org/entity/Q221182	lestragdiesdeso00tourgoog_0142	pers.author
Isthm.	http://www.wikidata.org/entity/Q19175126	sophokle1v3soph_0079, cu31924087948174_0034, cu31924087948174_0035, cu31924087948174_0083, lestragdiesdeso00tourgoog_0116	work.primlit
Isthmian ode	http://www.wikidata.org/entity/Q19175126	cu31924087948174_0071	work.primlit
Italy	http://www.wikidata.org/entity/Q38	cu31924087948174_0016	loc
Ithaka	http://www.wikidata.org/entity/Q187471	sophokle1v3soph_0062, sophokle1v3soph_0200	loc
Iuvenalis	http://www.wikidata.org/entity/Q193800	sophokle1v3soph_0120	pers.author
Iſokr.	http://www.wikidata.org/entity/Q221182	Wecklein1894_0057	pers.author
J. C.	http://www.wikidata.org/entity/Q215750	cu31924087948174_0082	work.primlit
Jahn	http://www.wikidata.org/entity/Q66001	cu31924087948174_0022	pers.editor
Jebb	http://www.wikidata.org/entity/Q356011	cu31924087948174_0074	pers.other
Ju- piter	http://www.wikidata.org/entity/Q4649	lestragdiesdeso00tourgoog_0085	pers.myth
Julius Caesar	http://www.wikidata.org/entity/Q1048	sophoclesplaysa05campgoog_0147	pers.other
Kap Sunion	http://www.wikidata.org/entity/Q1136637	Wecklein1894_0096	loc
Kapaneus	http://www.wikidata.org/entity/Q833806	sophokle1v3soph_0114	pers.myth
Keble	http://www.wikidata.org/entity/Q955187	cu31924087948174_0055	pers.author
Kekrops	http://www.wikidata.org/entity/Q974346	Wecklein1894_0030	pers.myth
King John	http://www.wikidata.org/entity/Q661222	cu31924087948174_0065, cu31924087948174_0066	work.primlit
King Lear	http://www.wikidata.org/entity/Q181598	cu31924087948174_0073	work.primlit
Knoſos	http://www.wikidata.org/entity/Q173527	Wecklein1894_0064	loc
Kreon	http://www.wikidata.org/entity/Q732066	Wecklein1894_0087, sophokle1v3soph_0055	pers.myth
Kreta	http://www.wikidata.org/entity/Q34374	Wecklein1894_0065	loc
Krüger	http://www.wikidata.org/entity/Q6372362	sophokle1v3soph_0079, sophokle1v3soph_0080, sophokle1v3soph_0110	pers.author
Kyprien	http://www.wikidata.org/entity/Q1075630	sophokle1v3soph_0122	work.primlit
Kyr.	http://www.wikidata.org/entity/Q1145374	Wecklein1894_0035, Wecklein1894_0046	work.primlit
Kyros	http://www.wikidata.org/entity/Q295225	sophokle1v3soph_0066	pers.other
König Ri- chard II	http://www.wikidata.org/entity/Q649562	sophokle1v3soph_0079	work.primlit
Kühn	http://www.wikidata.org/entity/Q97582	sophoclesplaysa05campgoog_0099	pers.editor
Laconie	http://www.wikidata.org/entity/Q190216	lestragdiesdeso00tourgoog_0147	loc
Laertes	http://www.wikidata.org/entity/Q748296	sophokle1v3soph_0062, cu31924087948174_0039	pers.myth
Laomedon	http://www.wikidata.org/entity/Q332324	Wecklein1894_0046, cu31924087948174_0145	pers.myth
Laërte	http://www.wikidata.org/entity/Q748296	lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0064	pers.myth
Le même	http://www.wikidata.org/entity/Q18411800	lestragdiesdeso00tourgoog_0155	pers.author
Legg.	http://www.wikidata.org/entity/Q752285	cu31924087948174_0046	work.primlit
Leipzig	http://www.wikidata.org/entity/Q2079	cu31924087948174_0014	loc
Lem- nos	http://www.wikidata.org/entity/Q192483	lestragdiesdeso00tourgoog_0067	loc
Lesches	http://www.wikidata.org/entity/Q2486846	cu31924087948174_0034	pers.author
Lesches von Mytilene	http://www.wikidata.org/entity/Q2486846	Wecklein1894_0007	pers.author
Lettres	http://www.wikidata.org/entity/Q18421778	lestragdiesdeso00tourgoog_0141	work.primlit
Lettres à Atticus	http://www.wikidata.org/entity/Q3237044	lestragdiesdeso00tourgoog_0153	work.primlit
Liba- nius	http://www.wikidata.org/entity/Q263892	sophokle1v3soph_0122	pers.author
Libanius	http://www.wikidata.org/entity/Q263892	lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0134, lestragdiesdeso00tourgoog_0143	pers.author
Little Iliad	http://www.wikidata.org/entity/Q2087365	cu31924087948174_0035, cu31924087948174_0037	work.primlit
Liv.	http://www.wikidata.org/entity/Q193058	sophokle1v3soph_0066	pers.author
Lo- beck	http://www.wikidata.org/entity/Q84734	sophokle1v3soph_0077	pers.editor
Lobeck	http://www.wikidata.org/entity/Q84734	Wecklein1894_0020, Wecklein1894_0029, Wecklein1894_0035, Wecklein1894_0040, Wecklein1894_0054, Wecklein1894_0058, Wecklein1894_0082, sophokle1v3soph_0074, sophokle1v3soph_0116, cu31924087948174_0062, cu31924087948174_0074, cu31924087948174_0077, cu31924087948174_0088, cu31924087948174_0117, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0288, lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0064, lestragdiesdeso00tourgoog_0065, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0073, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0102, lestragdiesdeso00tourgoog_0103, lestragdiesdeso00tourgoog_0104, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0114, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0117, lestragdiesdeso00tourgoog_0118, lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0124, lestragdiesdeso00tourgoog_0125, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0134, lestragdiesdeso00tourgoog_0136, lestragdiesdeso00tourgoog_0138, lestragdiesdeso00tourgoog_0140, lestragdiesdeso00tourgoog_0141, lestragdiesdeso00tourgoog_0143, lestragdiesdeso00tourgoog_0144, lestragdiesdeso00tourgoog_0145, lestragdiesdeso00tourgoog_0151	pers.other, pers.author, pers.editor
Lois	http://www.wikidata.org/entity/Q752285	lestragdiesdeso00tourgoog_0069	work.primlit
Longinus	http://www.wikidata.org/entity/Q436634	cu31924087948174_0012	pers.other
Lord of the Isles	http://www.wikidata.org/entity/Q4993655	cu31924087948174_0082	work.primlit
Lu- « cull.	http://www.wikidata.org/entity/Q12902610	lestragdiesdeso00tourgoog_0138	work.primlit
Lucian	http://www.wikidata.org/entity/Q177847	Wecklein1894_0053, sophoclesplaysa05campgoog_0146	pers.author
Lucret	http://www.wikidata.org/entity/Q47154	lestragdiesdeso00tourgoog_0138	pers.author
Lycophr.	http://www.wikidata.org/entity/Q432737	cu31924087948174_0071	pers.author
Lycophron	http://www.wikidata.org/entity/Q432737	sophoclesplaysa05campgoog_0102	pers.author
Lycurgue	http://www.wikidata.org/entity/Q373685	lestragdiesdeso00tourgoog_0019	pers.other
Lysias	http://www.wikidata.org/entity/Q310164	lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0094	pers.author
Lyſ.	http://www.wikidata.org/entity/Q310164	Wecklein1894_0054	pers.author
M. Dindorf	http://www.wikidata.org/entity/Q67533	lestragdiesdeso00tourgoog_0014	pers.editor
M. Seyffert	http://www.wikidata.org/entity/Q27596300	Wecklein1894_0037, Wecklein1894_0060	pers.author
Macbeth	http://www.wikidata.org/entity/Q130283	cu31924087948174_0096	work.primlit
Macrobe	http://www.wikidata.org/entity/Q313934	lestragdiesdeso00tourgoog_0097	pers.author
Marathon	http://www.wikidata.org/entity/Q212150	cu31924087948174_0100	loc
Markland	http://www.wikidata.org/entity/Q103575	lestragdiesdeso00tourgoog_0062	pers.editor
Martin	http://www.wikidata.org/entity/Q55693779	sophokle1v3soph_0064	pers.editor
Martin	http://www.wikidata.org/entity/Q954657	sophokle1v3soph_0063	pers.other
Mat- thiæ	http://www.wikidata.org/entity/Q4820726	lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0110	pers.author
Mathiae	http://www.wikidata.org/entity/Q4820726	sophoclesplaysa05campgoog_0101	pers.editor
Matthiae	http://www.wikidata.org/entity/Q1303669	lestragdiesdeso00tourgoog_0078, lestragdiesdeso00tourgoog_0133	pers.editor, pers.author
Matthiae	http://www.wikidata.org/entity/Q4820726	lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0103, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0119	pers.author, pers.other
Matthiæ	http://www.wikidata.org/entity/Q1303669	lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0068, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0074, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0078, lestragdiesdeso00tourgoog_0133	pers.author
Matthiæ	http://www.wikidata.org/entity/Q4820726	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0059, lestragdiesdeso00tourgoog_0062, lestragdiesdeso00tourgoog_0064, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0081, lestragdiesdeso00tourgoog_0085, lestragdiesdeso00tourgoog_0087, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0094, lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0099, lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0120, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0139, lestragdiesdeso00tourgoog_0143	pers.author, pers.other
Maud	http://www.wikidata.org/entity/Q6792271	cu31924087948174_0079	work.primlit
Maxime de Tyr	http://www.wikidata.org/entity/Q456649	lestragdiesdeso00tourgoog_0112	pers.author
Med.	http://www.wikidata.org/entity/Q286381	Wecklein1894_0022, Wecklein1894_0033, Wecklein1894_0038, Wecklein1894_0041, Wecklein1894_0047, Wecklein1894_0062, sophokle1v3soph_0069, sophokle1v3soph_0123, cu31924087948174_0065, sophoclesplaysa05campgoog_0291	work.primlit
Megara	http://www.wikidata.org/entity/Q42307600	Wecklein1894_0054	loc
Meineke	http://www.wikidata.org/entity/Q77628	Wecklein1894_0059, sophoclesplaysa05campgoog_0288, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0141	pers.editor, pers.other, pers.author
Men.	http://www.wikidata.org/entity/Q171839	sophokle1v3soph_0125	pers.myth
Menan- dre	http://www.wikidata.org/entity/Q118992	lestragdiesdeso00tourgoog_0139	pers.author
Menander	http://www.wikidata.org/entity/Q118992	sophoclesplaysa05campgoog_0098	pers.author
Mene- laos	http://www.wikidata.org/entity/Q171839	sophokle1v3soph_0110	pers.myth
Mene- laus	http://www.wikidata.org/entity/Q171839	cu31924087948174_0080	pers.myth
Menelaos	http://www.wikidata.org/entity/Q171839	Wecklein1894_0006, sophokle1v3soph_0120, sophokle1v3soph_0123, sophokle1v3soph_0125	pers.myth
Menelaus	http://www.wikidata.org/entity/Q171839	cu31924087948174_0038, cu31924087948174_0064, cu31924087948174_0119	pers.myth
Menelaüs	http://www.wikidata.org/entity/Q171839	sophoclesplaysa05campgoog_0102, sophoclesplaysa05campgoog_0291	pers.myth
Menex.	http://www.wikidata.org/entity/Q1474843	sophokle1v3soph_0085	work.primlit
Messénie	http://www.wikidata.org/entity/Q1247159	lestragdiesdeso00tourgoog_0147	loc
Met.	http://www.wikidata.org/entity/Q184742	sophoclesplaysa05campgoog_0098	work.primlit
Meteor.	http://www.wikidata.org/entity/Q2741164	lestragdiesdeso00tourgoog_0113	work.primlit
Mids. N. D.	http://www.wikidata.org/entity/Q104871	cu31924087948174_0045	work.primlit
Mil. Glor.	http://www.wikidata.org/entity/Q1230918	sophokle1v3soph_0066	work.primlit
Mil. gl.	http://www.wikidata.org/entity/Q1230918	Wecklein1894_0015	work.primlit
Morales	http://www.wikidata.org/entity/Q651941	lestragdiesdeso00tourgoog_0137	work.primlit
Moschion	http://www.wikidata.org/entity/Q6915403	sophoclesplaysa05campgoog_0288	pers.author
Musgr.	http://www.wikidata.org/entity/Q7412249	cu31924087948174_0052	pers.editor
Musgrave	http://www.wikidata.org/entity/Q7412249	sophokle1v3soph_0055, cu31924087948174_0014, cu31924087948174_0075, cu31924087948174_0085, cu31924087948174_0117, lestragdiesdeso00tourgoog_0154, lestragdiesdeso00tourgoog_0155	pers.other, pers.author
Mysia	http://www.wikidata.org/entity/Q622319	sophoclesplaysa05campgoog_0146	loc
Mysien	http://www.wikidata.org/entity/Q622319	sophokle1v3soph_0116	loc
Mé- dée	http://www.wikidata.org/entity/Q286381	lestragdiesdeso00tourgoog_0131	work.primlit
